,RA_DBTP,DEC_DBTP,ID_B,RA_B,DEC_B,F775W_B,F775W_GALFIT_B,Re_B,nSer_B,Morph_B,ba_B,B_B,sigma_B,r_i_B,e_r_i_B,i_z_B,e_i_z_B,r_z_B,e_r_z_B,nm_col_T,ID_T,RA_T,DEC_T,zmag_T,VRc_T,Rci_T,i_z_T,zph_T,zsp_T,Zspmin_T,zpsmax_T,zconf_T,ID_P,RA_P,DEC_P,zmag_auto_P,zmag_col_P,Ks_col_P,z50_P,z025_z_P,z975_P,zspec_P,lmass_P,density_P,ID_D,RA_D,DEC_D,Z_D,EL_D,TYPE_D,AUTO_R_D,ERR_AUTO_R_D,AP_R_D,ERR_AP_R_D,AUTO_I_D,ERR_AUTO_I_D,AP_I_D,ERR_AP_I_D,AUTO_Z_D,ERR_AUTO_Z_D,AP_Z_D,ERR_AP_Z_D,AUTO_J_D,ERR_AUTO_J_D,AP_J_D,ERR_AP_J_D,AUTO_KS_D,ERR_AUTO_KS_D,AP_KS_D,ERR_AP_KS_D,STEL_MASS_D,U,U_err,NUV
52,28.1666,-13.96165,2949.0,28.1666,-13.96165,20.92,21.34,0.57,2.9,-5.0,0.75,0.045,0.19,1.313,0.013,0.743,0.007,2.056,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,598,28.166597,-13.961648,0.8315,0,-5,22.397,0.01,23.043,0.007,21.169,0.004,21.766,0.003,20.451,0.004,21.039,0.002,19.817,0.037,20.248,0.05,19.004,0.032,19.449,0.043,2.7E11,25.4634,0.4008,25.643832
53,28.18075,-13.9288,10377.0,28.18075,-13.9288,22.13,22.07,0.34,2.8,-2.0,0.71,0.13,-0.005,1.141,0.025,0.574,0.015,1.716,0.02,,,,,,,,,,,,,,G066874,28.180744,-13.928789,21.8012,21.7932,18.7886,0.78400000,0.76180000,0.81380000,0.82059997,10.4973,46.4943,626,28.180748,-13.928804,0.8206,0,-2,23.436,0.015,23.428,0.013,22.317,0.007,22.315,0.006,21.784,0.007,21.78,0.006,21.625,0.082,21.251,0.079,20.897,0.073,20.539,0.07,2.2E10,25.4346,0.5514,-99.0
54,28.18744,-13.94317,4003.0,28.18744,-13.94317,22.87,22.78,0.54,1.77,3.0,0.8,0.346,0.112,1.086,0.026,0.5,0.025,1.586,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,648,28.187437,-13.943168,0.8461,0,3,24.119,0.024,24.219,0.019,23.07,0.011,23.173,0.009,22.574,0.012,22.671,0.01,22.227,0.108,22.002,0.111,21.435,0.095,21.197,0.096,2.0E10,25.5749,0.5319,26.666018
55,28.15569,-13.94308,3729.0,28.15569,-13.94308,22.1,23.88,0.24,4.0,8.0,0.2,0.2,0.004,0.933,0.045,0.467,0.042,1.401,0.058,,,,,,,,,,,,,,G064227,28.155804,-13.943072,21.2573,21.3542,18.8310,0.86600000,0.85520000,0.87750000,0.8671,10.2547,9.16208,650,28.1557887,-13.9431083,0.8671,1,8,22.468,0.012,22.908,0.008,21.599,0.007,22.044,0.005,21.252,0.008,21.697,0.006,21.02,0.063,21.186,0.077,20.524,0.063,20.711,0.077,3.7E10,23.4569,0.1979,24.734421
56,28.19018,-13.94423,10673.0,28.19018,-13.94423,21.58,21.51,0.83,3.53,-2.0,0.53,0.174,0.183,1.306,0.016,0.718,0.009,2.024,0.008,,,,,,,,,,,,,,G064098,28.190160,-13.944222,21.0257,21.1931,17.9511,0.79530000,0.78420000,0.82120000,0.84570003,11.2197,88.8247,654,28.190181,-13.944225,0.8457,0,-2,23.002,0.013,23.396,0.009,21.766,0.005,22.134,0.004,21.101,0.005,21.433,0.003,20.576,0.051,20.651,0.06,19.738,0.043,19.762,0.049,1.3E11,26.0436,0.7272,26.720861
57,28.15093,-13.94368,3270.0,28.15093,-13.94368,21.49,21.45,0.56,4.0,-2.0,0.52,0.174,0.011,1.299,0.019,0.69,0.01,1.988,0.011,18,F1-28,28.1509166667,-13.9437138889,20.90,1.24,1.12,0.71,0.84,0.8323,0.8320,0.8326,0,G064201,28.150992,-13.943684,20.9470,21.0484,17.9944,0.81260000,0.80130000,0.82420000,0.83230001,10.9800,30.9048,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0791,0.7825,28.616323
58,28.18693,-13.94392,4126.0,28.18693,-13.94392,22.72,22.61,0.19,4.0,-5.0,0.89,0.08,0.118,1.238,0.022,0.655,0.016,1.893,0.022,,,,,,,,,,,,,,G063944,28.186925,-13.943919,22.1741,22.1688,19.4227,0.79940000,0.78040000,0.82430000,0.83020002,10.1943,144.425,663,28.186931,-13.943922,0.8302,0,-5,24.128,0.015,24.063,0.017,22.899,0.006,22.833,0.007,22.301,0.006,22.222,0.006,22.284,0.111,21.581,0.091,21.583,0.101,20.946,0.085,1.5E10,,,
59,28.19112,-13.94957,4219.0,28.19112,-13.94957,20.45,20.38,1.26,3.86,-5.0,0.78,0.08,0.147,1.266,0.012,0.721,0.007,1.986,0.011,,,,,,,,,,,,,,G063414,28.191094,-13.949567,19.9433,20.2981,17.0444,0.82630000,0.82040000,0.82990000,0.83420002,11.5793,157.382,679,28.19112,-13.949575,0.8342,0,-5,21.901,0.008,22.625,0.005,20.674,0.003,21.36,0.002,19.971,0.003,20.636,0.002,19.401,0.029,19.861,0.042,18.613,0.026,19.03,0.035,3.9E11,25.7803,0.4474,-99.0
60,28.18168,-13.9488,5143.0,28.18168,-13.9488,21.6,21.61,0.66,4.0,-5.0,0.91,0.065,0.15,1.257,0.01,0.724,0.005,1.981,0.007,,,,,,,,,,,,,,G063397,28.181662,-13.948783,20.9667,21.2449,18.1091,0.83630000,0.82560000,0.84590000,0.83389997,10.8112,49.2838,688,28.181676,-13.948804,0.8339,0,-5,22.944,0.011,23.447,0.007,21.731,0.004,22.208,0.003,21.032,0.004,21.498,0.002,20.505,0.048,20.771,0.063,19.812,0.045,20.028,0.056,1.3E11,26.3662,0.6960,-99.0
61,28.18755,-13.95095,4680.0,28.18755,-13.95095,20.67,20.7,0.78,4.0,-4.0,0.63,0.043,0.196,1.285,0.008,0.713,0.005,1.998,0.005,,,,,,,,,,,,,,G063086,28.187541,-13.950945,20.0389,20.3615,17.1427,0.81350000,0.80610000,0.82330000,0.83520001,11.5354,125.150,701,28.187553,-13.950947,0.8352,0,-4,22.05,0.005,22.587,0.003,20.834,0.002,21.324,0.001,20.133,0.002,20.622,0.001,19.612,0.033,19.919,0.043,18.817,0.029,19.081,0.036,3.0E11,25.8510,0.4701,27.549487
62,28.14666,-13.96035,1809.0,28.14666,-13.96035,22.57,22.72,0.45,1.12,3.0,0.5,0.203,-0.014,1.174,0.032,0.442,0.024,1.616,0.033,,,,,,,,,,,,,,G060736,28.146710,-13.960415,22.2306,22.2707,19.7278,0.81250000,0.78760000,0.83980000,0.8348,10.0502,9.22088,805,28.146661,-13.960352,0.8348,0,3,23.851,0.025,23.926,0.021,22.75,0.011,22.836,0.009,22.354,0.013,22.433,0.011,22.245,0.112,21.972,0.112,21.783,0.115,21.503,0.114,1.1E10,24.7683,0.2770,-99.0
63,28.17711,-13.96147,6659.0,28.17711,-13.96147,23.97,23.89,0.37,2.5,3.0,0.82,0.173,0.186,1.233,0.064,0.529,0.03,1.761,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,28.15887,-13.92697,5037.0,28.15887,-13.92697,21.42,21.4,0.61,2.24,4.0,0.95,0.225,-0.025,0.97,0.013,0.456,0.008,1.426,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,851,28.1588708,-13.9269696,0.836,1,4,22.597,0.01,22.91,0.006,21.565,0.005,21.916,0.003,21.076,0.005,21.459,0.003,20.658,0.054,20.834,0.066,19.861,0.046,19.987,0.055,8.9E10,24.4604,0.3200,26.84386
65,28.19529,-13.90882,8134.0,28.19529,-13.90882,23.25,23.46,0.39,0.43,3.0,0.71,0.218,0.052,0.561,0.041,0.283,0.036,0.845,0.049,,,,,,,,,,,,,,G070610,28.195274,-13.908802,23.0769,23.0896,21.6611,0.70400000,0.66710000,0.82250000,0.82969999,9.58648,1.29464,868,28.1952877,-13.9088177,0.8297,1,3,24.104,0.029,24.103,0.024,23.449,0.019,23.46,0.016,23.15,0.025,23.178,0.022,98.986,nan,98.732,nan,98.991,nan,98.752,nan,nan,24.7446,0.6560,-99.0
66,28.19477,-13.9092,8158.0,28.19477,-13.9092,24.56,24.66,0.05,3.17,9.0,0.58,0.132,0.058,1.217,0.054,0.674,0.054,1.891,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,28.17383,-13.90896,9517.0,28.17383,-13.90896,21.63,21.63,0.36,4.0,-2.0,0.5,0.132,0.007,1.248,0.021,0.626,0.01,1.875,0.013,,,,,,,,,,,,,,G070770,28.173841,-13.908948,21.1034,21.1657,18.1715,0.82520000,0.81280000,0.83580000,0.83219999,10.8302,34.9371,898,28.173511,-13.909368,0.83,1,-1,23.511,0.021,23.621,0.016,22.784,0.013,22.876,0.01,22.481,0.017,22.573,0.013,98.986,nan,98.732,nan,14.416,0.001,14.894,0.001,nan,24.0050,0.4582,25.089278
68,28.17062,-13.9097,9757.0,28.17062,-13.9097,21.57,22.07,0.2,4.0,0.0,0.73,0.178,0.037,1.404,0.025,0.657,0.015,2.061,0.02,,,,,,,,,,,,,,G070657,28.170585,-13.909708,21.0230,21.1909,17.7599,0.82770000,0.71650000,0.83950000,0.86680001,11.3109,18.5006,895,28.170622,-13.909704,0.8668,0,0,23.089,0.022,23.495,0.017,21.722,0.008,22.106,0.006,21.116,0.008,21.461,0.006,98.986,nan,98.732,nan,98.991,nan,98.752,nan,nan,25.2437,0.8902,25.980421
69,28.17351,-13.90937,9503.0,28.17351,-13.90937,22.59,22.87,0.3,1.38,-1.0,0.6,0.173,0.015,0.799,0.034,0.233,0.027,1.032,0.036,,,,,,,,,,,,,,G070770,28.173841,-13.908948,21.1034,21.1657,18.1715,0.82520000,0.81280000,0.83580000,0.83219999,10.8302,34.9371,898,28.173511,-13.909368,0.83,1,-1,23.511,0.021,23.621,0.016,22.784,0.013,22.876,0.01,22.481,0.017,22.573,0.013,98.986,nan,98.732,nan,14.416,0.001,14.894,0.001,nan,24.0050,0.4582,25.089278
70,28.21051,-13.95332,9607.0,28.21051,-13.95332,22.57,22.81,0.17,4.0,-5.0,0.83,0.069,-0.023,1.244,0.033,0.638,0.026,1.882,0.035,4,F1-5,28.2104583333,-13.9533583333,21.87,1.15,1.00,0.66,0.85,0.835,0.8344,0.8354,0,G062186,28.210472,-13.953317,21.8820,22.0569,19.0782,0.80790000,0.72680000,0.82940000,0.83499998,10.3836,12.9614,931,28.210514,-13.953325,0.8349,0,-5,23.929,0.032,24.012,0.026,22.722,0.013,22.814,0.011,22.096,0.013,22.2,0.011,21.887,0.092,21.663,0.095,21.139,0.082,20.926,0.084,1.8E10,26.9962,1.2238,26.92017
71,28.17424,-13.91844,10190.0,28.17424,-13.91844,23.83,24.05,0.2,0.52,0.0,0.58,0.109,0.022,0.583,0.047,0.214,0.045,0.797,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,1006,28.174237,-13.918444,0.8485,1,0,24.493,0.028,24.458,0.034,24.004,0.021,23.941,0.026,23.849,0.032,23.764,0.038,24.285,0.28,23.656,0.262,24.826,0.625,23.236,0.314,7.6E8,25.0547,0.4304,26.160374
