# ID           RA              DEC              zmag_auto     zmag_col      Ks_col        z50              z025             z975             zspec            lmass         density
G018432        28.144921       -14.182881       22.7215       22.7477       20.5582       0.74960000       0.74190000       0.75720000       -1.0000000       9.82826       3.72501
G018563        28.026193       -14.182159       23.0970       23.0546       20.7867       0.70580000       0.69680000       0.71350000       -1.0000000       9.51452      0.641059
G018554        28.386180       -14.182685       22.4846       22.5173       99.0000       0.63510000       0.49930000       0.72100000       -1.0000000       9.47495       1.05299
G018509        28.139498       -14.183379       22.0188       22.0838       19.6598       0.72800000       0.71710000       0.73830000       -1.0000000       9.79054       2.10728
G018439        28.148490       -14.182992       22.1590       22.2099       20.1831       0.74230000       0.72440000       0.75620000       -1.0000000       9.59926       2.43296
G018706        28.085951       -14.181814       23.0085       23.0430       20.7237       0.62490000       0.61200000       0.63750000       -1.0000000       9.12726       1.35357
G018911        27.953801       -14.180547       23.2747       23.2713       22.3240       0.87380000       0.85690000       0.88910000       -1.0000000       9.35184      0.904781
G018830        27.960128       -14.181219       23.1123       23.1120       19.7735       0.78770000       0.76480000       0.80790000       -1.0000000       10.0821      0.675909
G018875        28.127427       -14.182149       22.5787       22.8633       20.1651       0.82060000       0.79150000       0.86800000       -1.0000000       9.77517       13.0122
G018821        28.116582       -14.181299       21.2584       21.7244       19.6500       0.69260000       0.69010000       0.69650000       -1.0000000       9.55879       8.03956
G018909        28.313344       -14.181608       22.2955       22.4314       20.4577       0.79300000       0.75680000       0.80910000       -1.0000000       9.55361       2.42353
G018972        28.267641       -14.180266       22.7497       22.7351       19.4929       0.87920000       0.86870000       0.88870000       -1.0000000       10.5055       7.53438
G018714        28.154198       -14.182040       21.7485       21.8101       18.2125       0.86400000       0.86010000        1.0122000       -1.0000000       10.9084       1.64930
G019150        28.099791       -14.179437       23.1053       23.0799       20.5207       0.85370000       0.84930000       0.85970000       -1.0000000       9.32491       6.28694
G018850        28.386586       -14.181404       21.5683       21.6021       99.0000       0.74890000       0.74340000       0.75480000       -1.0000000       9.78155       1.00562
G019110        28.397379       -14.179592       22.9063       23.1088       99.0000       0.63180000       0.62520000       0.63870000       -1.0000000       8.95574       1.12663
G019223        28.375089       -14.179700       21.8653       21.9015       99.0000       0.77790000       0.76560000       0.80440000       -1.0000000       10.2493       1.26408
G019215        28.218541       -14.181179       21.1353       21.5375       19.0955       0.68870000       0.67460000       0.70330000       -1.0000000       10.1711       1.56763
G019163        28.251732       -14.180030       21.8394       21.8550       19.7103       0.61730000       0.60790000       0.62480000       -1.0000000       9.44823       6.68746
G019315        28.041627       -14.179351       21.9529       22.0615       19.0222       0.85090000       0.83130000       0.86460000       -1.0000000       10.7220       1.65525
G019333        28.356435       -14.179360       22.7515       22.7756       20.7186       0.89250000       0.87850000       0.90470000       -1.0000000       9.59470       2.31854
G019416        28.228693       -14.178827       21.9896       22.0072       18.7491       0.81150000       0.79110000       0.82940000       -1.0000000       10.3507       3.86951
G019300        28.294200       -14.179268       22.2429       22.2614       20.5350       0.65840000       0.65500000       0.66460000       -1.0000000       9.29635       7.50182
G019277        28.078634       -14.179450       22.3065       22.3479       20.1365       0.76710000       0.74600000       0.79280000       -1.0000000       9.92281       3.79756
G019302        28.392503       -14.179024       21.6613       21.6569       99.0000       0.78820000       0.78110000       0.79470000       -1.0000000       10.3198      0.541539
G019358        28.282928       -14.178524       22.3977       22.3819       19.1434       0.81320000       0.81010000       0.82130000       -1.0000000       10.5055       4.58480
G019362        28.294561       -14.178985       22.7723       23.0085       21.8222       0.83630000       0.82550000       0.84890000       -1.0000000       9.46292       10.4264
G019503        28.021661       -14.179133       21.3022       21.3957       18.8235       0.69400000       0.67000000       0.70990000       -1.0000000       10.0844      0.827416
G019446        28.390057       -14.178166       22.6427       22.6939       99.0000       0.62400000       0.61590000       0.63210000       -1.0000000       9.27326       1.27319
G019559        28.278273       -14.177685       22.5093       22.5243       19.9550       0.75880000       0.75310000       0.76480000       -1.0000000       9.56998       1.43839
G019543        28.226069       -14.178424       22.0698       22.1123       18.8730       0.74620000       0.72170000       0.76650000       -1.0000000       10.0639       2.53188
G019555        28.297166       -14.178411       21.0421       21.1025       18.0242       0.63230000       0.61320000       0.64480000       -1.0000000       10.4755       2.08243
G019450        27.968218       -14.178118       22.9562       22.9398       20.3869       0.70760000       0.70100000       0.71420000       -1.0000000       9.29905      0.336087
G019619        28.295149       -14.177223       23.0214       23.1497       20.7791       0.69290000       0.68670000       0.69940000       -1.0000000       9.14329       4.17575
G019628        28.283705       -14.177773       22.3239       22.3523       19.2792       0.80600000       0.79130000       0.85560000       -1.0000000       10.1876       4.90696
G019723        28.116262       -14.176479       23.0390       23.0286       20.2109       0.68510000       0.67690000       0.69350000       -1.0000000       9.78889       2.53202
G019751        28.196817       -14.176875       23.1576       23.2170       21.2867       0.75100000       0.73290000       0.76700000       -1.0000000       9.22444       1.90345
G019779        28.354718       -14.176873       21.8995       21.9821       19.5559       0.64040000       0.45050000       0.64940000       -1.0000000       9.58025       1.16326
G019865        28.120752       -14.179246       19.9627       20.3023       17.1121       0.81310000       0.80350000       0.82310000       -1.0000000       11.6790       12.8498
G019850        28.051098       -14.176502       21.8294       21.8533       19.2540       0.79730000       0.77320000       0.81310000       -1.0000000       10.0050       7.35736
G019964        28.105263       -14.175577       22.8732       22.8474       20.2760       0.68240000       0.67510000       0.68970000       -1.0000000       9.62129       2.62007
